badgeHolder,badgeId,badgeSlug,badgeName,badgeDescription,badgeNumHolders,badgeType
Oxytocin,10,editor,Editor,First post edit,678,Bronze
Oxytocin,13,first-flag,First Flag,Flagged a post,100,Bronze
Oxytocin,7,good-reply,Good Reply,Received 25 likes on a reply,37,Silver
Oxytocin,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Oxytocin,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
Oxytocin,5,welcome,Welcome,Received a like,2073,Bronze
Oxytocin,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Oxytocin,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Oxytocin,12,first-share,First Share,Shared a post,542,Bronze
Oxytocin,11,first-like,First Like,Liked a post,3383,Bronze
Oxytocin,8,great-reply,Great Reply,Received 50 likes on a reply,9,Gold
Griff,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Griff,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
Griff,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
Griff,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Griff,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Griff,14,first-link,First Link,Added a link to another topic,147,Bronze
Griff,10,editor,Editor,First post edit,678,Bronze
Griff,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Griff,5,welcome,Welcome,Received a like,2073,Bronze
Griff,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
Griff,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Griff,15,first-quote,First Quote,Quoted a post,242,Bronze
Griff,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Griff,12,first-share,First Share,Shared a post,542,Bronze
Griff,11,first-like,First Like,Liked a post,3383,Bronze
whereismymind,11,first-like,First Like,Liked a post,3383,Bronze
whereismymind,13,first-flag,First Flag,Flagged a post,100,Bronze
whereismymind,10,editor,Editor,First post edit,678,Bronze
whereismymind,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
whereismymind,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
whereismymind,5,welcome,Welcome,Received a like,2073,Bronze
whereismymind,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
whereismymind,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
whereismymind,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
whereismymind,15,first-quote,First Quote,Quoted a post,242,Bronze
whereismymind,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
whereismymind,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
whereismymind,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
thedevanshmehta,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
thedevanshmehta,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
thedevanshmehta,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
thedevanshmehta,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
thedevanshmehta,14,first-link,First Link,Added a link to another topic,147,Bronze
thedevanshmehta,28,popular-link,Popular Link,Posted an external link with 50 clicks,57,Bronze
thedevanshmehta,10,editor,Editor,First post edit,678,Bronze
thedevanshmehta,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
thedevanshmehta,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
thedevanshmehta,5,welcome,Welcome,Received a like,2073,Bronze
thedevanshmehta,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
thedevanshmehta,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
thedevanshmehta,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
thedevanshmehta,15,first-quote,First Quote,Quoted a post,242,Bronze
thedevanshmehta,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
thedevanshmehta,11,first-like,First Like,Liked a post,3383,Bronze
axlvaz_SEEDLATAM.eth,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
axlvaz_SEEDLATAM.eth,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
axlvaz_SEEDLATAM.eth,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
axlvaz_SEEDLATAM.eth,46,aficionado,Aficionado,Visited 100 consecutive days,4,Silver
axlvaz_SEEDLATAM.eth,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
axlvaz_SEEDLATAM.eth,14,first-link,First Link,Added a link to another topic,147,Bronze
axlvaz_SEEDLATAM.eth,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
axlvaz_SEEDLATAM.eth,10,editor,Editor,First post edit,678,Bronze
axlvaz_SEEDLATAM.eth,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
axlvaz_SEEDLATAM.eth,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
axlvaz_SEEDLATAM.eth,5,welcome,Welcome,Received a like,2073,Bronze
axlvaz_SEEDLATAM.eth,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
axlvaz_SEEDLATAM.eth,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
axlvaz_SEEDLATAM.eth,15,first-quote,First Quote,Quoted a post,242,Bronze
axlvaz_SEEDLATAM.eth,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
axlvaz_SEEDLATAM.eth,12,first-share,First Share,Shared a post,542,Bronze
axlvaz_SEEDLATAM.eth,11,first-like,First Like,Liked a post,3383,Bronze
Tednet,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Tednet,5,welcome,Welcome,Received a like,2073,Bronze
Tednet,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Tednet,7,good-reply,Good Reply,Received 25 likes on a reply,37,Silver
Tednet,8,great-reply,Great Reply,Received 50 likes on a reply,9,Gold
Tednet,11,first-like,First Like,Liked a post,3383,Bronze
Tednet,28,popular-link,Popular Link,Posted an external link with 50 clicks,57,Bronze
JoJo,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
JoJo,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
JoJo,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
JoJo,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
JoJo,14,first-link,First Link,Added a link to another topic,147,Bronze
JoJo,10,editor,Editor,First post edit,678,Bronze
JoJo,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
JoJo,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
JoJo,5,welcome,Welcome,Received a like,2073,Bronze
JoJo,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
JoJo,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
JoJo,15,first-quote,First Quote,Quoted a post,242,Bronze
JoJo,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
JoJo,12,first-share,First Share,Shared a post,542,Bronze
JoJo,11,first-like,First Like,Liked a post,3383,Bronze
Michigan_Blockchain,11,first-like,First Like,Liked a post,3383,Bronze
Michigan_Blockchain,10,editor,Editor,First post edit,678,Bronze
Michigan_Blockchain,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Michigan_Blockchain,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
Michigan_Blockchain,5,welcome,Welcome,Received a like,2073,Bronze
Michigan_Blockchain,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
Michigan_Blockchain,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
Michigan_Blockchain,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Michigan_Blockchain,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Michigan_Blockchain,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
Michigan_Blockchain,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Michigan_Blockchain,14,first-link,First Link,Added a link to another topic,147,Bronze
Michigan_Blockchain,12,first-share,First Share,Shared a post,542,Bronze
Perl,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Perl,5,welcome,Welcome,Received a like,2073,Bronze
Perl,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Perl,11,first-like,First Like,Liked a post,3383,Bronze
Perl,12,first-share,First Share,Shared a post,542,Bronze
Perl,15,first-quote,First Quote,Quoted a post,242,Bronze
Perl,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
Perl,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
Perl,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
Perl,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Perl,44,new-user-of-the-month,New User of the Month,Outstanding contributions in their first month,20,Bronze
Perl,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
gauntlet,11,first-like,First Like,Liked a post,3383,Bronze
gauntlet,10,editor,Editor,First post edit,678,Bronze
gauntlet,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
gauntlet,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
gauntlet,5,welcome,Welcome,Received a like,2073,Bronze
gauntlet,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
gauntlet,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
gauntlet,15,first-quote,First Quote,Quoted a post,242,Bronze
gauntlet,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
gauntlet,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
gauntlet,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
gauntlet,12,first-share,First Share,Shared a post,542,Bronze
gauntlet,23,great-share,Great Share,Shared a post with 1000 unique visitors,7,Gold
gauntlet,22,good-share,Good Share,Shared a post with 300 unique visitors,22,Silver
GFXlabs,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
GFXlabs,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
GFXlabs,14,first-link,First Link,Added a link to another topic,147,Bronze
GFXlabs,10,editor,Editor,First post edit,678,Bronze
GFXlabs,13,first-flag,First Flag,Flagged a post,100,Bronze
GFXlabs,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
GFXlabs,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
GFXlabs,5,welcome,Welcome,Received a like,2073,Bronze
GFXlabs,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
GFXlabs,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
GFXlabs,15,first-quote,First Quote,Quoted a post,242,Bronze
GFXlabs,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
GFXlabs,12,first-share,First Share,Shared a post,542,Bronze
GFXlabs,11,first-like,First Like,Liked a post,3383,Bronze
shawn16400,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
shawn16400,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
shawn16400,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
shawn16400,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
shawn16400,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
shawn16400,14,first-link,First Link,Added a link to another topic,147,Bronze
shawn16400,28,popular-link,Popular Link,Posted an external link with 50 clicks,57,Bronze
shawn16400,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
shawn16400,10,editor,Editor,First post edit,678,Bronze
shawn16400,13,first-flag,First Flag,Flagged a post,100,Bronze
shawn16400,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
shawn16400,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
shawn16400,5,welcome,Welcome,Received a like,2073,Bronze
shawn16400,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
shawn16400,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
shawn16400,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
shawn16400,15,first-quote,First Quote,Quoted a post,242,Bronze
shawn16400,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
shawn16400,12,first-share,First Share,Shared a post,542,Bronze
shawn16400,11,first-like,First Like,Liked a post,3383,Bronze
limes,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
limes,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
limes,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
limes,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
limes,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
limes,14,first-link,First Link,Added a link to another topic,147,Bronze
limes,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
limes,22,good-share,Good Share,Shared a post with 300 unique visitors,22,Silver
limes,10,editor,Editor,First post edit,678,Bronze
limes,13,first-flag,First Flag,Flagged a post,100,Bronze
limes,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
limes,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
limes,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
limes,5,welcome,Welcome,Received a like,2073,Bronze
limes,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
limes,100,certified,Certified,Completed our new user tutorial,215,Bronze
limes,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
limes,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
limes,15,first-quote,First Quote,Quoted a post,242,Bronze
limes,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
limes,12,first-share,First Share,Shared a post,542,Bronze
limes,11,first-like,First Like,Liked a post,3383,Bronze
mfer,101,licensed,Licensed,Completed our advanced user tutorial,31,Silver
mfer,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
mfer,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
mfer,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
